external_gene_name,log2FoldChange,padj,baseMean
GALNT7,-2.020313282,0.00036243,2649.424773
CA3,2.524381327,0.000364326,242.3094322
ZNF703,-2.973217287,0.000366097,9732.129377
CREB3L4,-1.739178866,0.000368028,3911.159506
LEMD1-DT,6.952352952,0.000368765,35.46237289
NCDN,-3.118053794,0.000371531,9080.489241
,2.658106318,0.000371531,107.5389631
RPL23AP49,3.208794622,0.000371531,33.98374384
TANGO2-AS1,2.077722917,0.000374403,185.8703402
,5.59847313,0.000380753,167.9884156
,-5.644268195,0.000380753,30.49597366
TUBAP4,5.959288913,0.000380753,8.368501432
EMILIN3,3.353617153,0.000380753,176.2612002
,2.763806193,0.000380845,66.26635022
NPM2,3.093703552,0.000380845,175.9703494
GATA3,-4.126360268,0.000380845,56449.80435
,2.979775163,0.000380845,71.13236696
WDR87,4.345603652,0.000380845,83.70522867
PROM1,4.07909951,0.000382067,2825.668276
LINC00685,2.021885657,0.00038653,94.1570388
Metazoa_SRP,6.614409972,0.000388335,13.10351871
LAMC3,-2.543857064,0.000391286,280.8361176
HDAC9,3.789098661,0.000392628,801.2889384
HRNR,2.093937063,0.000397615,22.64370134
LINC01036,4.255407489,0.000398027,58.1608989
ITPK1,-2.308510654,0.000398093,7927.389279
,3.55697735,0.000398093,30.12221751
B3GNT4,1.865844433,0.000398498,86.05790992
IGHV5-10-1,4.287245614,0.000398498,47.56739892
,4.264989631,0.000406893,7.732910295
NECTIN2,-2.51157493,0.000410295,17494.56451
H2BC5,-2.62715702,0.000412972,1085.835589
LMX1B-DT,-4.506875346,0.000414397,736.4619253
KRT86-AS1,3.88902412,0.000414397,158.018706
,3.386901801,0.00041997,13.62492113
ARHGEF2-AS1,4.636591003,0.000423031,20.37716802
CCDC92B,3.240516961,0.000423031,163.2841838
DNER,4.804579493,0.000423428,69.84574179
,4.070988398,0.000423428,156.6397397
,5.892478969,0.000423587,7.957454943
,2.034682024,0.000424778,61.55885483
,4.652531193,0.000425427,9.888292124
,4.21406908,0.000426888,35.79350507
RPL30P13,4.013647664,0.000433274,8.306714561
MTCL1,-3.353998865,0.000433274,3275.09602
,3.037216122,0.000435853,66.43607536
ATP5MGL,2.818733448,0.000435853,26.2665929
DDC,3.26550568,0.000441723,18.72329123
OR7E128P,1.709686634,0.000444362,290.747898
C1QL4,2.997733367,0.000451048,96.83528878
SLC7A2,-4.440242516,0.000451414,6554.272909
NHLRC4,-3.730260585,0.000452108,405.2129757
STXBP5L,4.086467425,0.000457595,37.89232943
RNH1,-1.347244676,0.000459515,10539.12344
NEMP2-DT,2.6159808,0.000462052,154.5433228
,1.62434084,0.000462052,140.4298618
MARCO-AS1,5.821820818,0.00046419,5.062671525
NA,2.765529002,0.00046419,14.48861961
,3.04637793,0.00046419,81.39445015
PLAAT1,3.416658755,0.000465035,99.54730301
KCND2,-3.193442486,0.00046632,269.7262128
,5.395095526,0.000466369,66.6880268
SPDEF,-4.143037184,0.000471613,22802.62186
KRT18P18,2.254450226,0.000476939,27.87728643
SIAH2,-2.45577533,0.000485114,3190.541194
CCDC26,4.090456724,0.000485114,101.7182792
,3.308435823,0.000485534,11.41749735
RBIS,1.772117816,0.000485534,512.6859507
SLCO5A1,4.116367409,0.000485534,170.6767485
RPL21P106,5.325415509,0.000486821,5.439472759
RPA4,2.798206943,0.000489955,50.8178001
PCDH19,-3.084637284,0.000491711,202.0797387
TET1,2.660332786,0.000499869,892.6499376
ADCY9,-1.992904773,0.000504065,3115.828605
IL20RB,1.895336144,0.000510136,77.9786282
LINC01488,-6.311640776,0.000511697,577.5610982
SLC36A2,5.562891821,0.00051931,6.408018524
SRSF12,2.721747267,0.000524269,226.8608577
DNAJC8P4,1.978258557,0.00052867,104.1797879
,6.255482892,0.00052867,6.852573989
,6.291493911,0.00052867,7.019800109
PTPRZ1,4.803450048,0.000529601,643.2303243
BAG1,-1.917293376,0.00053082,3667.63461
NA,2.485311751,0.000530874,957.2725024
,-5.020587208,0.000532528,6.897921275
,5.083398726,0.000537622,9.561180355
,2.794245487,0.000537622,24.6879662
FOLH1,1.862918808,0.000539992,174.132951
VPREB3,4.622294529,0.000539992,128.6676455
FUT8-AS1,-2.749729368,0.000545498,53.72940434
,1.94421359,0.000547549,910.0071186
CFLAR-AS1,1.675679189,0.000548134,184.3156203
KRT37,-5.023445908,0.000548368,6.902050438
DUOX2,3.359393321,0.000549754,294.0284529
RN7SL200P,2.322361235,0.000552155,43.94464804
,5.365382389,0.000553158,24.55112408
GSC,-4.611358908,0.000556005,434.3686965
PRSS30P,-4.000146466,0.00055868,368.1413952
SLC4A11,4.466070481,0.000561904,7787.686318
PGBD5,3.314884608,0.000563347,725.0554395
ZNF285DP,3.448618779,0.000567721,12.18329819
SCEL,5.191292986,0.0005715,33.97420757
,3.762950752,0.000573295,75.95062657
,7.004746217,0.000575121,17.19910741
CPP,5.007861711,0.000575121,9.682460184
RPL5P3,-3.447062576,0.000575121,42.05696136
TRPV6,3.881450012,0.000575846,2168.337754
CCN6,2.914420769,0.000580899,31.12068952
GPR156,3.383443526,0.000581779,174.8459017
KCNQ4,4.049299077,0.000589255,1369.721795
DNAJC8P2,3.218566574,0.000589841,249.7763451
TMED1,-1.634472759,0.000591203,383.6621898
,6.020069251,0.000592496,52.28448212
CCND1,-3.765166924,0.000592765,41014.24471
POLR3DP1,2.413582009,0.00059587,143.3579183
MIA,4.600885882,0.000595992,90.97818052
,1.737497216,0.00059689,53.06108436
MAST4,-3.267069035,0.00059689,9983.047661
SYNPR-AS1,-5.636036312,0.00059808,10.59273723
,2.48645534,0.000602043,117.5152461
CRY2,-2.392690896,0.000610251,4328.104101
FUCA1P1,-3.925234749,0.000611287,16.97386435
ASS1P2,1.94184197,0.000611287,157.3620607
STK38,1.726630119,0.000611287,4283.377777
MCCC2,-2.130316559,0.000615205,9619.658383
ARL4AP5,4.023914886,0.00061599,55.75418761
NANOGP1,5.507313864,0.00061599,18.49594477
DLX5,5.07107379,0.000616074,397.9719569
AMPH,-3.29586765,0.000616941,488.7146734
ERN2,4.791691414,0.000616941,25.4438064
ZFPM1,-2.339965736,0.000616941,2496.003144
RN7SL329P,2.130729271,0.00062408,104.227736
BTG1-DT,2.656509781,0.00062408,80.79049568
Y_RNA,2.823693314,0.00062408,15.37817799
CDC42BPB,-1.595972298,0.000625135,6162.375891
,4.170869197,0.000627214,32.62300109
,3.484556786,0.000627214,42.01503599
,3.810653227,0.000627214,10.16022861
,4.679966823,0.000627214,21.77076741
Y_RNA,2.026338623,0.000627884,69.51883948
TEDDM1,2.854745532,0.000632337,133.9247216
C9orf152,-3.872442171,0.000632337,1136.742885
,4.46507311,0.000640373,29.15202945
CHORDC1P4,2.028039828,0.000644045,26.52117742
RNU6-125P,2.239426062,0.000644839,74.86503991
DUSP5P1,4.09941052,0.000644839,39.98104722
SCN1A,4.530136228,0.000644839,31.90602413
MND1,4.211220132,0.000644839,7.450280791
LINC00943,4.801060101,0.00064512,16.21242059
GALNT13,4.693478602,0.000645738,206.5075819
NFE2L1,-1.563996417,0.000645738,12248.4795
GADD45G,-2.080151625,0.000645979,1319.348063
,7.079976246,0.000654855,12.05808907
,3.69541007,0.000655633,28.95617665
DNAH12,3.696883104,0.000655633,338.1243223
FAM174A,-2.278074098,0.000655633,640.8677096
,1.746610661,0.000655633,222.5376951
SH3GL3,5.425087768,0.000655633,28.44545453
,1.994280444,0.000655633,95.36799019
,6.068709528,0.000656503,35.52129199
EML6,1.908345024,0.000658325,188.5341921
EDDM3A,5.054698502,0.000658325,4.551304374
RAB44,-2.889440492,0.000658643,51.3235971
,4.452515202,0.000662013,87.56773236
ZBTB42,-2.638136178,0.000663367,2175.125224
EML4,1.18716159,0.000675202,3879.380429
PPIAP30,2.391810012,0.000679169,27.87066187
LINC02814,4.78047324,0.00069454,45.0665127
PDE7A,2.257429346,0.000695856,4471.924452
TAOK2,-1.402539678,0.000695856,10060.00643
BTD,-1.44943068,0.000697163,1707.926152
KDM4B,-1.992026955,0.000697163,17678.21058
CAPN14,3.006119151,0.000701057,26.9459386
RDH10,3.008682341,0.000703304,1722.678565
MRPS30-DT,-4.770544877,0.000705824,7174.784568
,1.966168594,0.000712447,152.5420343
SNTB1-AS2,3.231078442,0.000712654,31.42208807
MPZ,1.767692809,0.000721145,65.74940894
NA,4.064272992,0.000721145,12.7737929
HLA-DOB,3.690868212,0.000721145,317.8399245
METRN,-1.627904098,0.000721145,2764.589863
SERPINB13,5.563205458,0.000727956,13.47597538
,2.260503849,0.000732237,54.88704307
CERS6,-2.482024981,0.000747029,1082.403684
AP1M2,-1.966524171,0.000753796,5244.791246
AKR1C6P,3.112460783,0.000759847,14.78176639
KRT18P1,-3.239583229,0.0007601,9.28761041
,4.204431172,0.0007601,50.02288223
LZTS1-AS1,2.957373872,0.000767947,10.91390344
CCDC82,2.109545413,0.000767947,1295.538837
,3.321936405,0.000770546,16.7235594
EPB41L5,-1.63938639,0.000770821,1661.833265
RPS27AP12,2.564225724,0.000772487,83.6854014
,1.672749926,0.000772487,118.4533731
CHPF,-2.026256395,0.000779483,18191.23102
ATP6V1G1P4,2.430212437,0.000789101,23.75276787
ALOXE3P1,-4.512339633,0.000789101,19.46760812
APPAT,1.90138036,0.000794339,1347.328901
RGN,2.965282975,0.000794339,161.4621736
NCR3LG1,-2.646846574,0.000801427,165.5580442
B3GAT1,3.806728456,0.000803621,352.5119575
FUNDC2P4,5.325672503,0.000803621,22.84245822
CDKN2A,2.432484197,0.000805496,1294.568068
PSMD10P2,3.735179086,0.000805579,13.7901116
IL12A,3.550407042,0.000805579,42.06666785
RMEL3,4.274437852,0.000805579,16.95773699
,2.855190698,0.000805579,56.44180512
,2.301036282,0.000811741,29.74870515
RPS14P5,2.98471718,0.000812418,19.38294989
,3.740528929,0.000815935,203.5072404
ROPN1L,-3.205349481,0.000815935,46.4187121
HACE1,1.853659418,0.000815935,956.8510864
MS4A2,-4.179476817,0.000815935,250.4278259
RBM22P2,2.191145069,0.000815935,174.3360767
SLITRK5,4.415629982,0.000815935,467.8269223
LGALS3BP,-3.162545592,0.000815935,77438.27425
PMFBP1,2.868696921,0.00081596,195.9977091
NFIB-AS1,5.073039092,0.000820596,83.67783563
KIRREL3-AS4,4.739790574,0.000820596,10.52465489
,2.405466622,0.000822319,206.0407714
TPRG1,-3.930381063,0.000826103,1635.513503
CHD7,2.106082318,0.000826776,8595.739214
NUDCP1,3.364759337,0.000832588,26.93848168
ACAN,3.910039633,0.000832588,1293.070534
ERVK9-11,3.554021613,0.000835916,93.99508528
RNF157,-3.279485201,0.000846062,337.7468681
WWTR1-IT1,2.248107691,0.000849744,60.7921542
ATP8B5P,3.024513139,0.000850187,39.23610657
UGT8,3.955968539,0.000852484,306.9685652
,2.483441302,0.000857299,19.61855501
DDR1,-1.907227813,0.00085788,51116.05932
TSSC4,-1.246211592,0.000860548,2836.643279
ARSG,-2.094037008,0.000860548,1198.404372
AMH,-2.926975991,0.000860548,1511.8986
CREB3L1,-3.506115703,0.000869772,10474.66995
,2.155459831,0.000869772,49.70063396
AKAP12,-1.556085699,0.000870732,2239.672213
ATP5MC1P6,4.770128638,0.000870732,16.01677464
SNAPC2,-1.937032107,0.000870732,2013.542401
TAFA3,3.585346144,0.00087515,104.3239613
,2.160690908,0.000883779,47.28524267
MDGA2,4.110612384,0.000883779,26.15743863
TSC22D3,-2.72883662,0.000884789,7792.148675
B3GAT1-DT,3.963736309,0.000887683,40.56574146
CDCA7,3.427107034,0.000893071,497.6500699
SNORA70,2.697993844,0.000898744,83.9282575
LINC02613,3.081559931,0.000898744,263.4729154
NA,6.118125674,0.000898744,32.926079
LINC00397,7.045698069,0.000898744,11.81504264
NDUFA9P1,2.788149469,0.000899088,334.6060986
,3.641949883,0.000901974,86.43286403
MRPS17P1,3.728650254,0.000912331,19.50322348
FCRL5,4.433688935,0.000912331,655.6955833
CNKSR2,3.729784215,0.000915771,143.3739222
ST13P20,5.756047304,0.000923453,4.756809128
NKX1-2,4.444603418,0.000923453,32.6087067
ONECUT2,4.475698413,0.000923453,262.609965
PLS3-AS1,3.996303817,0.000926205,26.92864817
GET3,-1.563569246,0.00093649,4020.280557
MTHFD1L,2.26301835,0.00093764,1055.711378
,3.195650533,0.000943382,20.64174176
LINC01139,4.296063001,0.000944292,134.0368993
LRRTM4,5.152577542,0.000944292,7.244816396
SPTSSB,-4.06581316,0.000944292,1331.839055
ORC6,2.376247686,0.000944292,480.1324344
ZNF689,-3.685165638,0.000944292,2935.078732
L3MBTL4,2.994829803,0.000944292,663.5138345
,1.544662255,0.000946858,74.02745794
HELLPAR,2.517529394,0.000952176,536.8762955
RETSAT,-1.629985844,0.000961242,4174.975418
,2.055866371,0.000961265,117.8141509
,4.562995437,0.000963463,11.52310258
RPL35AP31,-5.362444221,0.000964102,8.578891506
PAXBP1,1.483838854,0.000966998,2907.707496
GASK1B,-3.054325053,0.000967711,4892.15416
PARP15,3.960407695,0.000968655,650.2639815
APBB2,-2.276669428,0.000976929,5124.146329
,2.990930089,0.000976929,25.85686414
OXR1-AS1,3.154456997,0.000978072,28.83666862
,3.73032921,0.000983822,215.8557794
ETNK2,-3.413852553,0.000984791,2547.167232
ANKRD45,3.711764943,0.000984791,32.81563903
,7.37844146,0.000986879,14.87709869
,1.623822948,0.000989849,155.0414165
FAM230I,4.81039362,0.000989849,29.33699691
,4.821382059,0.000991092,67.80687078
,4.066513359,0.001003166,30.39794405
,3.04600507,0.001006804,31.81058752
KCNMB2-AS1,2.597004454,0.0010193,58.11665131
PRSS8,-2.093733411,0.0010201,11642.6421
KLK8,4.057169636,0.0010201,135.4676931
SNED1,-2.443235551,0.001021221,4309.716446
NPFFR1,3.825820196,0.001022061,47.21182977
NA,3.553118358,0.001030045,7.425119027
,-4.126763006,0.001045836,604.1241151
,2.577195391,0.001051852,581.8644133
,2.031850974,0.001051852,28.63193819
FRAT1,-2.320673121,0.001060439,408.2436551
OR6V1,3.127885885,0.001077823,31.63922247
,6.414484343,0.001077823,30.35334291
TSPAN13,-2.386505596,0.001077855,6900.205045
Y_RNA,2.478297288,0.001077855,49.03341175
PIERCE1,-2.203705188,0.001077855,249.9507108
RN7SL388P,1.990504428,0.00107814,36.55366406
PTGFR,4.395524919,0.001080842,239.6470494
MOBP,3.44109601,0.001084719,23.74825552
NDUFB3P5,4.908599043,0.001084719,24.63729449
,3.674720549,0.001084719,54.98514636
INTS6L,1.890834264,0.001085743,734.3017091
PARAIL,2.504846377,0.001085743,2949.834943
CENPW,2.696480581,0.001089317,178.8773331
DOC2A,-2.284636481,0.001090713,1752.043038
GSTM3,-3.16073433,0.001097301,2641.372069
FAM238C,3.653088359,0.001097301,656.9587423
BMPR1B-DT,-4.804336685,0.001100803,55.85595803
KRT18P17,-2.669059629,0.001101898,40.01278048
ACTN2,3.722393824,0.001103781,101.3955008
,5.500170918,0.001103781,29.26800897
NFIX-AS1,5.477472097,0.001103781,8.971760741
ZNF726,2.636533019,0.001103781,400.3358406
,-1.846186683,0.001108527,25.24827652
,1.864190585,0.001111827,149.1228445
LINC00632,3.370655573,0.001112249,1689.192022
,2.403069565,0.001113796,512.1171993
FXYD1,4.955730725,0.001113839,116.6503656
,2.448735187,0.001115445,69.72667104
RPL13AP9,2.611859181,0.001118156,69.56064769
ZNF385A,-2.460024077,0.001118156,5270.638816
,-3.555195562,0.001123928,241.209506
RIMS4,-3.240668251,0.001129959,538.1679386
GLYATL1B,3.034575936,0.001142308,27.04628077
EEIG1,-1.705765696,0.001142888,14588.34062
Y_RNA,4.899313751,0.001147033,8.995763581
CD72,2.974013548,0.001149625,704.2076198
ANKRD62,4.529421117,0.001155752,168.9200473
FMO6P,4.12431892,0.001165397,45.97963119
PCMTD1-DT,2.1034448,0.001168345,694.2624236
,1.632550603,0.001171057,46.99400245
PFN2-AS1,3.199662189,0.001171107,17.28674932
,-2.632320586,0.001171107,320.3699588
CDHR2,1.684974033,0.001173232,77.11367538
,1.507547464,0.001181627,256.630254
,2.399095671,0.001182016,182.2868735
SIM2,4.182302761,0.001182016,741.2996802
PSMD7P4,2.279381413,0.001183939,77.51782393
RDH10-AS1,3.354953801,0.001183939,44.20845555
RARA,-2.36808421,0.001183939,8594.209302
,3.179616584,0.001185278,774.2193908
,2.80672337,0.001194077,166.7133471
RAB26,-1.803204406,0.001194077,1895.444087
,-2.515465042,0.001203853,113.1093321
HMGB1P21,3.116997073,0.001205947,57.33750734
TMEM123-DT,2.664743996,0.001207843,32.97004673
OLAH,3.482620296,0.001209273,26.84665379
,4.857554667,0.001218058,14.80269884
YIPF3,-1.276421572,0.001221541,6262.872477
,-4.380558766,0.0012251,6.760474863
,1.737415337,0.001227545,223.2821259
RNU6-437P,3.03966623,0.001227545,19.48106875
DONSONP1,2.163810924,0.001240963,37.18781631
NA,6.041079959,0.001240963,483.6993753
KIF12,-3.900657822,0.001240963,21355.22735
LMTK3,-2.989649415,0.00124142,3304.459699
TEX46,4.242405393,0.001248216,7.665525333
NTSR2,4.648976709,0.001248216,15.8767921
SLC8A1-AS1,2.369809292,0.001248216,46.12514366
RNU6-310P,2.412388654,0.001248216,10.28652035
NA,6.273805355,0.001248216,23.44584471
CEACAM5,-3.953732637,0.001248216,95.20670354
LINC02872,3.330131664,0.001248316,20.43539674
CA6,5.268168145,0.001250994,10.72769458
RPS7P3,2.639788786,0.001250994,42.67958802
UPK2,2.625057686,0.001265445,57.80774192
TMEM25,-1.989163912,0.001266575,4121.816621
,-3.024752961,0.001266923,2062.098236
,2.040001791,0.001268492,64.70202279
,-2.230602212,0.001269337,208.0336902
,5.926001288,0.001277081,5.444516162
,1.813641128,0.001278386,194.7999652
LINC00662,3.034382928,0.001279773,9601.248469
CBX4,-1.865515673,0.001279829,4409.973561
RNU6-1086P,4.513588407,0.001280082,11.54602765
H3C10,-3.257365423,0.001281185,467.9710517
PCDH9,3.293762549,0.001281185,285.6764752
PRSS29P,-5.205541965,0.001281185,22.05424407
,-1.353791803,0.001281185,119.688232
,5.229197758,0.001282664,18.25325797
MISP3,-1.883163614,0.001282664,1670.817397
,4.179185681,0.00128348,19.49178641
NDUFS7-AS1,-2.147745345,0.001290379,18.32304031
NA,2.408725403,0.00132052,109.7511124
SDF4,-1.269886099,0.00132052,11418.92601
CCDC18,2.02822478,0.00132052,2018.722786
ACTR3-AS1,2.108671685,0.00132052,77.35903269
HSP90B2P,2.341062494,0.00132052,95.66994593
MT-TS2,3.379444172,0.00132052,13.45742516
RNASE4,-3.253563362,0.001327998,66.00578196
CHRM3,3.787267137,0.001328921,504.4025567
IGFBP4,-2.501822399,0.001337161,37927.83938
APCDD1L,3.253408448,0.001342804,935.2672006
RNF157-AS1,-3.322593698,0.001343087,91.27059326
MIR548F2,-5.076003873,0.001345293,4.720608282
FTH1P3,2.334259396,0.001357793,87.44218571
PLEKHA8P1,1.321176001,0.001357793,357.0100255
PLA2G4E,4.537162157,0.001368011,16.98216708
SHROOM2,-2.218411036,0.001371083,1046.807781
LRP8,2.587035005,0.001372853,815.5591602
MIR3682,2.09428841,0.001372853,30.00490315
AKR7A3,-3.217033645,0.001377894,1115.516911
HK1,-1.411707754,0.001378977,10297.49399
PER3,-1.890932305,0.001379846,1814.760081
WBP1P1,-1.741811984,0.001379846,33.88144013
NPY4R,4.106944567,0.001379846,12.21511912
TRIM55,5.072748624,0.00138041,49.65823499
TPSG1,-4.913307326,0.001381251,591.0164742
,5.619957414,0.001381251,4.412042544
,1.680896775,0.001385745,54.51090576
BLACAT1,4.554086193,0.001393969,399.7956346
SPRED2,-2.3185358,0.001393969,3137.73626
CLCN5,2.078050661,0.001393969,542.3020997
,2.28080464,0.001393969,58.17612272
GUSBP11,2.152128242,0.001393969,455.9975365
ANO3,3.585598627,0.001403258,13.45933864
MSLNL,4.080258359,0.001403258,303.4684955
ZNF446,-1.321004161,0.001403673,800.251203
SCD,-3.23816894,0.001408804,19733.07253
LIX1,3.592674554,0.001425488,33.28076014
LINC01563,4.11257246,0.001428702,28.16485828
RPSAP36,1.838047574,0.001430439,449.1345807
TRIM3,-2.170698925,0.001430439,5127.037804
CST3,-2.315480996,0.001449357,18634.90651
,3.460751257,0.001451115,7.019053673
AADAT,2.629966823,0.001451115,332.6122968
ENTPD7,-1.215137859,0.001451115,927.6873764
RPL31P58,2.163687705,0.00145613,49.50985886
,2.116942081,0.001457384,70.16479357
KATNIP,-1.306725351,0.001457384,3763.738012
SBK2,-4.34662921,0.001457384,15.06394952
,4.709548603,0.001466899,39.85369007
CTNND2,-3.339775119,0.00146751,913.6425621
ARMH1,1.728661682,0.001470619,770.0819792
FBP1,-4.04938845,0.001470619,3820.945176
TIMM9P2,1.721036253,0.001471547,29.99099908
,3.676473379,0.00147355,8.803569322
MDN1,2.30191862,0.001473559,8225.459769
FMNL2,2.088778237,0.001489244,1641.435686
,2.323494032,0.001492812,25.12327822
GLYATL2,4.067980682,0.001496493,377.402547
PEBP4,-4.114287199,0.001509461,48.78270376
TRHR,5.25690571,0.001509461,14.59476391
C3orf52,-2.694766557,0.00151075,917.2161388
ODAD2P1,5.852793707,0.00151075,36.91995422
,6.420928421,0.00151075,7.63046093
U6,2.832854892,0.001512791,12.5808781
U3,6.595765325,0.001512791,12.94239705
CFAP298-TCP10L,2.110463675,0.001514959,867.2119029
BCAN-AS1,-4.031322768,0.001518244,522.8859938
ARMC5,-1.237390599,0.001521514,2293.261525
RPL31P61,2.710698925,0.001522646,85.01293114
GCSIR,5.370233292,0.001522992,3.736011407
GABRP,4.036726203,0.00153854,8078.74907
NA,3.826117658,0.00153854,86.67860446
EDNRB,-1.706555443,0.001551786,222.0960821
,2.977353931,0.001554272,19.38308161
,-2.83308211,0.001554834,114.897821
VPS37C,-1.334921705,0.001554834,2782.820844
SLC39A7,-1.263572284,0.001556531,7767.89127
AGRN,-1.702306541,0.001563459,61814.90574
SYT13,-4.844320961,0.001563853,1004.655786
,-4.165827252,0.001564786,19.69424249
NONOP2,1.076980698,0.001565348,302.5312422
UGDH,-3.220261567,0.001566185,4279.833418
MEIS3P1,-2.886149641,0.001591319,237.6980577
RNU6-118P,2.318757479,0.001593332,55.70188296
MPP7,-2.871879205,0.001593553,1009.397272
ARF3,-2.213456251,0.001597918,12728.50927
LINC00877,2.318649441,0.001597988,23.12804515
LAMB2,-2.086934854,0.001600094,28541.1083
,1.593785248,0.001601436,25.06616064
LINC00940,-4.008822272,0.00160854,66.93105105
LINC01910,3.526633753,0.00160854,12.4675309
,2.305779013,0.001612059,33.09797654
ZNF670-ZNF695,3.688515854,0.00161487,44.44158576
DNASE2B,-3.882727538,0.00161487,19.32989533
,-3.587860192,0.001616045,22.815691
TRIML2,5.323227569,0.001621088,31.30246226
SFXN3,-1.795630876,0.001621088,2765.230176
PPP1R14C,3.553761205,0.0016309,325.1992376
ABHD2,-2.720645897,0.001633886,6276.679554
,-2.800571387,0.001641486,13.01614922
HPN,-2.232954973,0.001641486,6657.259663
RPSAP21,2.660222,0.001659203,132.1512587
,1.631575647,0.001665961,90.9320927
,4.508225109,0.001680092,29.71244911
,2.822358859,0.001697862,38.46071152
DLX6,5.294527119,0.001700374,38.5855581
DNALI1,-3.605157114,0.001704661,1731.123252
GCSAML,-3.441764459,0.001704661,11.28599505
HOXB5,3.369194105,0.001705824,257.5552599
LINC00504,-4.46348325,0.001709016,1990.397529
AZGP1P2,-4.208923369,0.001722483,18.56028205
KRT83,3.646502923,0.001729271,43.230179
,5.59082564,0.001738331,6.522915861
PRKACB,-3.921270951,0.001742162,8183.832471
SLC38A3,2.754180407,0.001742162,371.8978526
Metazoa_SRP,4.713271641,0.001742162,5.406132742
RPL18AP2,2.171416441,0.001742635,31.39571981
,9.419974572,0.001750177,61.0333271
Y_RNA,-3.37256828,0.001750602,19.11009778
CPEB2,-3.006931728,0.00175356,2926.373999
PLA2G2D,4.644631981,0.001758579,369.6911927
TRAF3IP2-AS1,1.404388361,0.001768373,303.0967683
MYO1H,3.764719274,0.001778849,126.2835141
,3.674580503,0.001778849,10.76033328
,4.474450914,0.001783475,10.71862054
SYTL2,-2.21711227,0.001800774,3146.166206
,9.917841142,0.001804246,86.20360709
KNOP1P4,5.542027125,0.001829871,322.6834579
ARL9,3.6141773,0.001840992,171.9145372
KIRREL1-IT1,3.060778532,0.001842616,47.30059496
RNU6-813P,-6.086095295,0.001854176,38.27856989
MROH9,3.767973057,0.001866636,91.42280836
TOM1L1,-1.982647114,0.001868161,1537.733121
SMC6,1.175301366,0.001873177,4068.30866
,2.570619976,0.001873177,27.68536198
,1.688008209,0.001887426,132.8662761
RPS15AP30,2.110250996,0.001890961,66.05208286
POLR3G,2.286072988,0.001891236,269.4476966
,-3.409099804,0.001893289,15.82715037
RNU6-485P,2.49027561,0.001894685,25.99944652
CANT1,-2.19292143,0.001894867,5395.044705
